,식당이름,카테고리,별점,리뷰 수,웹사이트,주소,지역명,위도,경도
201,옛김포식당,restaurant,4.1,99,https://place.map.kakao.com/21690060,충남 천안시 동남구 영성로 25-19 1층(지번) 사직동 184-10,충청,36.8004524284923,127.150097319368
202,면천서문콩국수,restaurant,5.0,6,https://place.map.kakao.com/357176216,충남 당진시 면천면 면천서문1길 64(지번) 면천면 성상리 763-1,충청,36.816921699135,126.666462904185
203,옹기촌,restaurant,3.8,10,https://place.map.kakao.com/14686315,충남 당진시 무수동안길 13(지번) 읍내동 1295-5,충청,36.8890924349817,126.636030151152
204,갱스커피,cafe,3.5,190,https://place.map.kakao.com/377584999,충남 보령시 청라면 청성로 143(지번) 청라면 향천리 142-5,충청,36.3678032922564,126.65458409126
205,박씨물고온제비,restaurant,5.0,30,https://place.map.kakao.com/284243582,충남 천안시 동남구 먹거리11길 40 2층(지번) 신부동 463-2,충청,36.8181077505047,127.157040965516
206,바이더오,cafe,4.2,479,https://place.map.kakao.com/1197283635,충남 보령시 오천면 원산도5길 89-23 1-2층(지번) 오천면 원산도리 1731,충청,36.3813244724665,126.396960068521
207,진짜배기명태촌 논산점,restaurant,3.9,21,https://place.map.kakao.com/859854409,충남 논산시 연산면 계백로 2012(지번) 연산면 청동리 609,충청,36.207373441361,127.195292197146
208,일미옥불고기,restaurant,3.8,22,https://place.map.kakao.com/19661672,충남 홍성군 홍성읍 소향길 66(지번) 홍성읍 소향리 153-2,충청,36.6099124673614,126.656663138095
209,강경해물칼국수,restaurant,3.9,318,https://place.map.kakao.com/8735514,충남 논산시 강경읍 계백로147번길 7 1층(지번) 강경읍 대흥리 56-8,충청,36.1574587795555,127.015406942243
210,마젠타,cafe,4.3,274,https://place.map.kakao.com/1468258180,충남 천안시 서북구 성성2길 81 1동 2~4층(지번) 성성동 266-1,충청,36.8464929942334,127.129597036195
211,한오백년추어탕 부여점,restaurant,4.8,21,https://place.map.kakao.com/607735507,충남 부여군 부여읍 성왕로 160-26 1층(지번) 부여읍 구교리 388-2,충청,36.2789400601689,126.907302913641
212,안면식당,restaurant,3.5,134,https://place.map.kakao.com/9229874,충남 태안군 안면읍 백사장1길 24 1층(지번) 안면읍 창기리 1262-199,충청,36.5829641325948,126.323679102229
213,청룡원조매운탕,restaurant,3.8,64,https://place.map.kakao.com/10847140,충남 천안시 서북구 입장면 성진로 1406(지번) 입장면 도림리 24-3,충청,36.9045125521515,127.278297106209
214,솔밭샤브,restaurant,4.1,31,https://place.map.kakao.com/1943080996,충남 천안시 동남구 만남로 9(지번) 신부동 966,충청,36.8191822529134,127.153016691692
215,바다풍경카페,cafe,4.4,51,https://place.map.kakao.com/11074995,충남 태안군 소원면 만리포2길 235-30 3층(지번) 소원면 의항리 977-30,충청,36.7949538767594,126.14644686423
216,밀양,restaurant,3.5,34,https://place.map.kakao.com/26910445,충남 서산시 부석면 간월도2길 36 1층(지번) 부석면 간월도리 684-2,충청,36.6059587297326,126.420520714656
217,여기서행복할것,cafe,4.5,246,https://place.map.kakao.com/484936840,충남 예산군 삽교읍 충의로 141(지번) 삽교읍 상하리 372-29,충청,36.6967424399714,126.685916978162
218,은행나무집,restaurant,3.6,79,https://place.map.kakao.com/14520738,충남 천안시 동남구 태조산길 137(지번) 유량동 269-2,충청,36.8151504573071,127.177982669
219,금성삼계탕,restaurant,4.4,8,https://place.map.kakao.com/8790276,충남 공주시 먹자1길 17(지번) 중동 147-107,충청,36.4560054840055,127.123199141096
220,수타명가 지흥선푸드빌리지,restaurant,3.8,98,https://place.map.kakao.com/1014844576,충남 서산시 팔봉면 팔봉2로 115(지번) 팔봉면 진장리 913-10,충청,36.7807934955509,126.361760262043
221,공원영양탕,restaurant,4.3,1,https://place.map.kakao.com/23999076,충남 천안시 서북구 월봉8길 4(지번) 쌍용동 1872,충청,36.788935227026,127.115176700965
222,항아리보쌈 서산점,restaurant,4.4,19,https://place.map.kakao.com/19195659,충남 서산시 양유정1로 63 1층(지번) 읍내동 423-3,충청,36.7846871800334,126.448295813924
223,아르체마레,cafe,4.0,331,https://place.map.kakao.com/11945923,충남 금산군 복수면 수영길 10-29 1층(지번) 복수면 수영리 504,충청,36.1734628614552,127.389865362802
224,찐배네꽃갈비 천안점,restaurant,4.1,82,https://place.map.kakao.com/504111741,충남 천안시 서북구 검은들3길 46 1층(지번) 불당동 726,충청,36.8106181388812,127.108680123789
225,광시한우곱창,restaurant,4.0,127,https://place.map.kakao.com/17415791,충남 천안시 서북구 오성로 83(지번) 두정동 835,충청,36.8304677308301,127.136747530646
226,두꺼비,restaurant,4.8,1789,https://place.map.kakao.com/14841713,충남 서산시 율지6로 53 1층(지번) 동문동 199-10,충청,36.778747687867,126.464374557294
227,안면도간장게장맛집 일송꽃게장 본점,restaurant,4.4,1853,https://place.map.kakao.com/8050698,충남 태안군 안면읍 안면대로 2676 1층(지번) 안면읍 승언리 755-5,충청,36.5326864816322,126.349512331097
228,고기박사냉면초계막국수 공주점,restaurant,4.3,38,https://place.map.kakao.com/228424322,충남 공주시 장기로 121 1층(지번) 금흥동 38-10,충청,36.4819171247155,127.152615232262
229,계룡산식당,restaurant,4.4,57,https://place.map.kakao.com/8653228,충남 공주시 반포면 동학사1로 303(지번) 반포면 학봉리 717-4,충청,36.3570484968719,127.235175459961
230,카페안낙,cafe,3.9,467,https://place.map.kakao.com/1935193505,충남 아산시 신정로 496-2 3동(지번) 기산동 13,충청,36.7637240439354,126.974631839696
231,쌈마이대패 아산배방점,restaurant,4.3,293,https://place.map.kakao.com/1291354784,충남 아산시 배방읍 배방로173번길 31 1층(지번) 배방읍 북수리 908,충청,36.7730567760493,127.064925190883
232,스타벅스 논산중앙점,cafe,4.1,30,https://place.map.kakao.com/27086657,충남 논산시 중앙로398번길 13-10(지번) 취암동 1061-10,충청,36.2012814366874,127.089894900831
233,한울타리 보령점,restaurant,3.6,68,https://place.map.kakao.com/16508521,충남 보령시 남대천로 51(지번) 대천동 209-88,충청,36.348681243368,126.593905605054
234,백제궁수라간,restaurant,3.9,55,https://place.map.kakao.com/1335068263,충남 부여군 규암면 백제문로 555(지번) 규암면 호암리 182,충청,36.3064075258353,126.917682419249
235,미담,restaurant,4.3,8,https://place.map.kakao.com/830202696,충남 서산시 한마음5로 44 1층(지번) 석림동 731,충청,36.7731128034657,126.456782195777
236,연잎담,restaurant,3.7,462,https://place.map.kakao.com/624817207,충남 부여군 부여읍 계백로180번길 9-13(지번) 부여읍 동남리 598-2,충청,36.2748562916486,126.901201329583
237,수북로1945,cafe,4.6,121,https://place.map.kakao.com/1194242418,충남 부여군 규암면 수북로41번길 11-50(지번) 규암면 외리 124-1,충청,36.2722523200489,126.887457683363
238,카페 에이엔,cafe,4.2,219,https://place.map.kakao.com/677657533,충남 아산시 배방읍 세교길 107(지번) 배방읍 세교리 522-4,충청,36.7741313733634,127.094604406166
239,명성불고기집,restaurant,4.0,28,https://place.map.kakao.com/21250009,충남 공주시 유구읍 중앙1길 107(지번) 유구읍 석남리 199-5,충청,36.5542608886218,126.950917781657
240,앳267,cafe,3.9,74,https://place.map.kakao.com/24244727,충남 부여군 부여읍 서동로 56 1층(지번) 부여읍 동남리 185-2,충청,36.272432402391,126.910656420127
241,다정보신명가,restaurant,4.4,5,https://place.map.kakao.com/8836144,충남 천안시 서북구 미라13길 21(지번) 쌍용동 946-1,충청,36.8053445321509,127.131064784013
242,이고집만두,restaurant,4.1,667,https://place.map.kakao.com/22319551,충남 천안시 동남구 태조산길 258 1층(지번) 유량동 8-3,충청,36.820537569738,127.188215320966
243,대천가자조개구이,restaurant,4.2,1261,https://place.map.kakao.com/18753750,충남 보령시 해수욕장8길 49(지번) 신흑동 2272-10,충청,36.3132123766879,126.512995625245
244,어썸696,cafe,4.8,9,https://place.map.kakao.com/876072995,"충남 부여군 은산면 충의로 696 1, 2층(지번) 은산면 신대리 355-4",충청,36.31090955857252,126.85440572763544
245,동가룰가든,restaurant,3.5,72,https://place.map.kakao.com/8263934,충남 예산군 대흥면 예당긍모로 358-27(지번) 대흥면 노동리 26-1,충청,36.6360215873619,126.815808140472
246,올드밀,restaurant,3.9,324,https://place.map.kakao.com/20750828,충남 아산시 신정로 532(지번) 방축동 553-2,충청,36.7666756758222,126.976942508007
257,석산장숯불갈비,restaurant,3.6,312,https://place.map.kakao.com/10487761,충남 천안시 동남구 문화로 30 1층(지번) 문화동 30-7,충청,36.8101777858113,127.151710563323
258,허벌냉면,restaurant,3.7,55,https://place.map.kakao.com/21257277,충남 보령시 주산면 만세운동길 33 1층(지번) 주산면 금암리 689-2,충청,36.1977810255984,126.633500789199
259,부엉이돈가스 서천점,restaurant,4.2,22,https://place.map.kakao.com/316124764,충남 서천군 서천읍 충절로 90 1층(지번) 서천읍 군사리 622-5,충청,36.0741918133923,126.69249914062
260,함흥면옥,restaurant,3.7,871,https://place.map.kakao.com/800203641,충남 논산시 대학로 81 1층(지번) 내동 1205,충청,36.1793138327472,127.107011240656
261,KFC 아산터미널점,restaurant,4.2,0,https://place.map.kakao.com/507184114,충남 아산시 번영로 223 1층 102~104호(지번) 모종동 557-3,충청,36.7848546182924,127.015221623721
262,왔쏘 홍성점,restaurant,4.3,27,https://place.map.kakao.com/1456289940,충남 홍성군 홍성읍 조양로 235 2층(지번) 홍성읍 고암리 1037-1,충청,36.5999856128413,126.675606006367
263,교동면옥 천안쌍용점,restaurant,4.1,89,https://place.map.kakao.com/685468921,충남 천안시 서북구 불당대로 291 1층(지번) 쌍용동 384-3,충청,36.7992166385572,127.129145444721
264,불당한우정육식당,restaurant,4.5,69,https://place.map.kakao.com/735251386,충남 천안시 서북구 불당25로 192 2층(지번) 불당동 1487,충청,36.8182902981075,127.108956596403
265,돌솟 해물뼈찜 천안점,restaurant,4.3,142,https://place.map.kakao.com/14575580,충남 천안시 동남구 먹거리8길 31(지번) 신부동 465-11,충청,36.8174056048684,127.15656365099
266,록희원 불당점,restaurant,4.2,625,https://place.map.kakao.com/1392199573,충남 천안시 서북구 불당16길 25-1 1층 101호(지번) 불당동 1313,충청,36.8014704304135,127.107673725158
267,홍굴이해물짬뽕,restaurant,4.0,166,https://place.map.kakao.com/1228134452,충남 천안시 서북구 2공단1로 70 1층(지번) 차암동 43-3,충청,36.849650061995,127.117773244329
268,안고시,restaurant,3.7,37,https://place.map.kakao.com/11600441,충남 천안시 동남구 북면 동평3길 6 1층(지번) 북면 연춘리 168-1,충청,36.7713379571561,127.248192534565
269,떳다횟집,restaurant,3.5,149,https://place.map.kakao.com/10373485,충남 천안시 서북구 천안대로 1016(지번) 두정동 25-77,충청,36.8325160773101,127.152213484962
270,삽다리곱창,restaurant,4.5,75,https://place.map.kakao.com/17452829,충남 예산군 삽교읍 삽교로4길 7(지번) 삽교읍 두리 568-77,충청,36.6867160585536,126.741619102801
271,전통수제비,restaurant,4.4,139,https://place.map.kakao.com/9366786,충남 천안시 동남구 신부2길 7(지번) 신부동 473-3,충청,36.816777538529,127.158733626995
272,두정냉삼집,restaurant,4.3,115,https://place.map.kakao.com/1567725049,충남 천안시 서북구 두정로 168 1층(지번) 두정동 911,충청,36.8335623272183,127.135475873599
273,실브커피,cafe,4.0,371,https://place.map.kakao.com/409557271,충남 아산시 탕정면 선문로254번길 151(지번) 탕정면 매곡리 26-24,충청,36.8101238947846,127.095767993892
274,솔밭식당,restaurant,4.3,11,https://place.map.kakao.com/10558555,충남 홍성군 홍북읍 홍덕서로 235-4 1층(지번) 홍북읍 중계리 479-3,충청,36.6149530468995,126.633423561368
275,마리스,cafe,3.9,163,https://place.map.kakao.com/23700772,충남 천안시 동남구 천호지길 11 1-3층(지번) 안서동 492-2,충청,36.8344066084594,127.172901854085
276,더하고부대찌개,restaurant,4.2,219,https://place.map.kakao.com/933601960,충남 계룡시 금암로 140 1층(지번) 금암동 15-4,충청,36.2749519306821,127.256389889536
277,둥글레식당 온천점,restaurant,4.0,10,https://place.map.kakao.com/307620984,충남 아산시 삼동로 25(지번) 온천동 307-45,충청,36.7823086629726,127.010546264328
278,꺼먹돼지,restaurant,4.0,4,https://place.map.kakao.com/424626727,충남 홍성군 홍북읍 충남대로 50(지번) 홍북읍 신경리 897,충청,36.6558964184374,126.676265783316
279,캐슬1477피규어뮤지엄,cafe,3.9,55,https://place.map.kakao.com/36024343,충남 금산군 금산읍 금산로 1477(지번) 금산읍 상리 185-8,충청,36.1056959355446,127.488835310259
280,백송식당,restaurant,4.9,3,https://place.map.kakao.com/1042378395,충남 공주시 유구읍 시장길 36(지번) 유구읍 석남리 258,충청,36.5534729543419,126.951878969204
281,해피준,cafe,4.1,192,https://place.map.kakao.com/350062907,충남 태안군 소원면 파도길 63-12(지번) 소원면 파도리 687-2,충청,36.7383996375345,126.133469255024
282,매향,restaurant,4.0,545,https://place.map.kakao.com/9031230,충남 공주시 백미고을길 18 1층(지번) 금성동 178-6,충청,36.465595106201,127.121637398387
283,바다횟집펜션,restaurant,4.7,10,https://place.map.kakao.com/9772334,충남 보령시 천북면 학성염전길 94-26(지번) 천북면 학성리 255,충청,36.4507001247222,126.49071856909
284,미래수산식당,restaurant,4.2,97,https://place.map.kakao.com/16130790,충남 서산시 대산읍 삼길포1로 47(지번) 대산읍 화곡리 3,충청,37.0019390327065,126.45222462975
285,고산흑염소,restaurant,3.5,1,https://place.map.kakao.com/8749231,충남 당진시 송악읍 버드레길 33(지번) 송악읍 고대리 43-40,충청,36.9737311427452,126.752649414325
286,서경,restaurant,5.0,17,https://place.map.kakao.com/1074424458,충남 논산시 가야곡면 원앙로 612(지번) 가야곡면 야촌리 173-4,충청,36.1338568091466,127.15441916875
287,마리올라 아산 신정호수,cafe,4.5,36,https://place.map.kakao.com/1222529423,"충남 아산시 신정호길 216-25 1, 2층(지번) 점양동 98-2",충청,36.7667003455203,126.97070379087
288,왕새우나라,restaurant,4.9,127,https://place.map.kakao.com/1125038126,충남 천안시 서북구 오성로 63 1층(지번) 두정동 826,충청,36.8305362108666,127.134300362822
289,대흥식당 본점,restaurant,3.5,224,https://place.map.kakao.com/475391918,충남 예산군 대흥면 노동길 14(지번) 대흥면 노동리 456-3,충청,36.6292079472484,126.814784913523
290,원조옛날감자탕,restaurant,4.3,38,https://place.map.kakao.com/9369579,충남 당진시 합덕읍 중동길 31-1(지번) 합덕읍 운산리 273-29,충청,36.807490325709,126.771984034653
